gemeratopm, max, min, mean, standev
0, NaN, NaN, NaN, NaN
1, 0.500000, 0.000000, 0.125000, 0.250000
2, 0.000000, 0.000000, 0.000000, 0.000000
3, 1.500000, 0.000000, 0.750000, 1.060660
