gemeratopm, max, min, mean, standev
0, NaN, NaN, NaN, NaN
1, 0.047368, 0.000000, 0.011842, 0.023684
2, 0.063158, 0.000000, 0.031579, 0.044659
3, 0.210526, 0.000000, 0.105263, 0.148865
