gemeratopm, max, min, mean, standev
0, NaN, NaN, NaN, NaN
1, 2.000000, 0.000000, 1.000000, 0.816497
2, 1.500000, 0.000000, 0.750000, 1.060660
3, 2.500000, 0.000000, 1.250000, 1.767767
