gemeratopm, max, min, mean, standev
0, NaN, NaN, NaN, NaN
1, 4.000000, 0.000000, 1.750000, 1.707825
2, 3.000000, 0.000000, 1.500000, 2.121320
3, 7.500000, 0.000000, 3.750000, 5.303301
